Date,Competition Name,Home team,Opponent,Away team,Minute,Score Home Team - When Messi Scored,Score Away Team - When Messi Scored,Goal Type,Goal Method,Final Game Result
 30 - 3 - 2013,Liga,Celta de Vigo,Celta de Vigo,FC Barcelona,73,1,2,,Left foot,Draw
 2 - 3 - 2013,Liga,Real Madrid,Real Madrid,FC Barcelona,18,1,1,,Left foot,Lost
 16 - 2 - 2013,Liga,Granada,Granada,FC Barcelona,73,1,2,Free kick,Left foot,Won
 16 - 2 - 2013,Liga,Granada,Granada,FC Barcelona,50,1,1,Rebound,Right foot,Won
 3 - 2 - 2013,Liga,Valencia,Valencia,FC Barcelona,39,1,1,Penalty,Left foot,Draw
 11 - 11 - 2012,Liga,Real Mallorca,Real Mallorca,FC Barcelona,70,2,4,,Left foot,Won
 20 - 10 - 2012,Liga,Deportivo La Coruna,Deportivo La Coruna,FC Barcelona,77,3,5,,Left foot,Won
 20 - 10 - 2012,Liga,Deportivo La Coruna,Deportivo La Coruna,FC Barcelona,43,2,4,,Right foot,Won
 26 - 8 - 2012,Liga,Osasuna,Osasuna,FC Barcelona,80,1,2,,Left foot,Won
 26 - 8 - 2012,Liga,Osasuna,Osasuna,FC Barcelona,76,1,1,,Left foot,Won
 14 - 4 - 2012,Liga,Levante,Levante,FC Barcelona,72,1,2,Penalty,Left foot,Won
 14 - 4 - 2012,Liga,Levante,Levante,FC Barcelona,64,1,1,Field goal,Left foot,Won
 7 - 4 - 2012,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,86,1,3,Penalty,Left foot,Won
 7 - 4 - 2012,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,39,1,2,,Left foot,Won
 26 - 2 - 2012,Liga,Atletico Madrid,Atletico Madrid,FC Barcelona,81,1,2,Free kick,Left foot,Won
 6 - 11 - 2011,Liga,Athletic de Bilbao,Athletic de Bilbao,FC Barcelona,90+1,2,2,Rebound,Left foot,Draw
 1 - 5 - 2010,Liga,Villarreal,Villarreal,FC Barcelona,88,1,4,,Left foot,Won
 6 - 3 - 2010,Liga,UD Almeria,UD Almeria,FC Barcelona,66,2,2,,Left foot,Draw
 6 - 3 - 2010,Liga,UD Almeria,UD Almeria,FC Barcelona,42,1,1,Free kick,Left foot,Draw
 5 - 12 - 2009,Liga,Deportivo La Coruna,Deportivo La Coruna,FC Barcelona,80,1,2,,Head,Won
 2 - 5 - 2009,Liga,Real Madrid,Real Madrid,FC Barcelona,75,2,5,,Left foot,Won
 2 - 5 - 2009,Liga,Real Madrid,Real Madrid,FC Barcelona,36,1,3,,Left foot,Won
 1 - 2 - 2009,Liga,Racing Santander,Racing Santander,FC Barcelona,81,1,2,,Right foot,Won
 1 - 2 - 2009,Liga,Racing Santander,Racing Santander,FC Barcelona,65,1,1,Rebound,Right foot,Won
 11 - 1 - 2009,Liga,Osasuna,Osasuna,FC Barcelona,85,2,3,,Left foot,Won
 1 - 11 - 2008,Liga,Malaga,Malaga,FC Barcelona,19,1,2,,Left foot,Won
 27 - 9 - 2008,Liga,Espanyol,Espanyol,FC Barcelona,90+7,1,2,Penalty,Left foot,Won
 21 - 9 - 2008,Liga,Sporting Gijon,Sporting Gijon,FC Barcelona,89,1,6,Field goal,Head,Won
 21 - 9 - 2008,Liga,Sporting Gijon,Sporting Gijon,FC Barcelona,85,1,5,Field goal,Left foot,Won
 28 - 8 - 2006,Liga,Celta de Vigo,Celta de Vigo,FC Barcelona,60,1,2,,Left foot,Won
 16 - 12 - 2018,Liga,Levante,Levante,FC Barcelona,43,0,2,Field goal,Right foot,Won
 2 - 5 - 2015,Liga,Cordoba,Cordoba,FC Barcelona,46,0,3,,Head,Won
 14 - 3 - 2015,Liga,Eibar,Eibar,FC Barcelona,55,0,2,,Head,Won
 18 - 1 - 2015,Liga,Deportivo La Coruna,Deportivo La Coruna,FC Barcelona,10,0,1,,Head,Won
 21 - 9 - 2014,Liga,Levante,Levante,FC Barcelona,77,0,5,,Right foot,Won
 1 - 9 - 2013,Liga,Valencia,Valencia,FC Barcelona,39,0,2,,Right foot,Won
 13 - 1 - 2013,Liga,Malaga,Malaga,FC Barcelona,27,0,1,,Right foot,Won
 27 - 10 - 2012,Liga,Rayo Vallecano,Rayo Vallecano,FC Barcelona,89,0,5,,Right foot,Won
 22 - 1 - 2012,Liga,Malaga,Malaga,FC Barcelona,33,0,1,,Head,Won
 26 - 2 - 2011,Liga,Real Mallorca,Real Mallorca,FC Barcelona,38,0,1,,Head,Won
 29 - 8 - 2010,Liga,Racing Santander,Racing Santander,FC Barcelona,3,0,1,,Right foot,Won
 10 - 4 - 2010,Liga,Real Madrid,Real Madrid,FC Barcelona,33,0,1,,Right foot,Won
 21 - 3 - 2010,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,5,0,1,,Head,Won
 10 - 1 - 2010,Liga,Tenerife,Tenerife,FC Barcelona,45,0,3,,Right foot,Won
 12 - 9 - 2009,Liga,Getafe,Getafe,FC Barcelona,80,0,2,,Head,Won
 29 - 1 - 2006,Liga,Real Mallorca,Real Mallorca,FC Barcelona,75,0,2,,Right foot,Won
 27 - 1 - 2019,Liga,Girona,Girona,FC Barcelona,68,0,2,Field goal,Left foot,Won
 6 - 1 - 2019,Liga,Getafe,Getafe,FC Barcelona,20,0,1,Field goal,Left foot,Won
 16 - 12 - 2018,Liga,Levante,Levante,FC Barcelona,60,0,4,Field goal,Left foot,Won
 16 - 12 - 2018,Liga,Levante,Levante,FC Barcelona,47,0,3,Field goal,Left foot,Won
 8 - 12 - 2018,Liga,Espanyol,Espanyol,FC Barcelona,65,0,4,Free kick,Left foot,Won
 8 - 12 - 2018,Liga,Espanyol,Espanyol,FC Barcelona,18,0,1,Free kick,Left foot,Won
 29 - 4 - 2018,Liga,Deportivo La Coruna,Deportivo La Coruna,FC Barcelona,38,0,2,Field goal,Left foot,Won
 1 - 3 - 2018,Liga,Las Palmas,Las Palmas,FC Barcelona,21,0,1,Free kick,Left foot,Draw
 21 - 1 - 2018,Liga,Real Betis,Real Betis,FC Barcelona,80,0,4,Solo run,Left foot,Won
 21 - 1 - 2018,Liga,Real Betis,Real Betis,FC Barcelona,64,0,2,Field goal,Left foot,Won
 23 - 12 - 2017,Liga,Real Madrid,Real Madrid,FC Barcelona,64,0,2,Penalty,Left foot,Won
 10 - 12 - 2017,Liga,Villarreal,Villarreal,FC Barcelona,83,0,2,Field goal,Left foot,Won
 28 - 10 - 2017,Liga,Athletic de Bilbao,Athletic de Bilbao,FC Barcelona,36,0,1,Field goal,Left foot,Won
 26 - 8 - 2017,Liga,Alaves ,Alaves ,FC Barcelona,66,0,2,Field goal,Left foot,Won
 26 - 8 - 2017,Liga,Alaves ,Alaves ,FC Barcelona,55,0,1,Field goal,Left foot,Won
 11 - 2 - 2017,Liga,Alaves ,Alaves ,FC Barcelona,59,0,3,Field goal,Left foot,Won
 22 - 1 - 2017,Liga,Eibar,Eibar,FC Barcelona,50,0,2,Field goal,Left foot,Won
 10 - 12 - 2016,Liga,Osasuna,Osasuna,FC Barcelona,90+2,0,3,Solo run,Left foot,Won
 10 - 12 - 2016,Liga,Osasuna,Osasuna,FC Barcelona,72,0,2,Field goal,Left foot,Won
 22 - 10 - 2016,Liga,Valencia,Valencia,FC Barcelona,22,0,1,Field goal,Left foot,Won
 17 - 9 - 2016,Liga,Leganes,Leganes,FC Barcelona,55,0,4,Penalty,Left foot,Won
 17 - 9 - 2016,Liga,Leganes,Leganes,FC Barcelona,15,0,1,Field goal,Left foot,Won
 20 - 4 - 2016,Liga,Deportivo La Coruna,Deportivo La Coruna,FC Barcelona,73,0,6,Field goal,Left foot,Won
 6 - 3 - 2016,Liga,Eibar,Eibar,FC Barcelona,76,0,3,Penalty,Left foot,Won
 6 - 3 - 2016,Liga,Eibar,Eibar,FC Barcelona,41,0,2,Field goal,Left foot,Won
 3 - 3 - 2016,Liga,Rayo Vallecano,Rayo Vallecano,FC Barcelona,54,0,3,Rebound,Left foot,Won
 3 - 3 - 2016,Liga,Rayo Vallecano,Rayo Vallecano,FC Barcelona,23,0,2,Field goal,Left foot,Won
 17 - 2 - 2016,Liga,Sporting Gijon,Sporting Gijon,FC Barcelona,25,0,1,Field goal,Left foot,Won
 17 - 5 - 2015,Liga,Atletico Madrid,Atletico Madrid,FC Barcelona,65,0,1,,Left foot,Won
 2 - 5 - 2015,Liga,Cordoba,Cordoba,FC Barcelona,80,0,6,Rebound,Left foot,Won
 25 - 4 - 2015,Liga,Espanyol,Espanyol,FC Barcelona,25,0,2,,Left foot,Won
 11 - 4 - 2015,Liga,Sevilla,Sevilla,FC Barcelona,14,0,1,,Left foot,Draw
 14 - 3 - 2015,Liga,Eibar,Eibar,FC Barcelona,31,0,1,Penalty,Left foot,Won
 8 - 2 - 2015,Liga,Athletic de Bilbao,Athletic de Bilbao,FC Barcelona,15,0,1,Free kick,Left foot,Won
 24 - 1 - 2015,Liga,Elche,Elche,FC Barcelona,88,0,5,,Left foot,Won
 24 - 1 - 2015,Liga,Elche,Elche,FC Barcelona,55,0,2,Penalty,Left foot,Won
 18 - 1 - 2015,Liga,Deportivo La Coruna,Deportivo La Coruna,FC Barcelona,62,0,3,,Left foot,Won
 18 - 1 - 2015,Liga,Deportivo La Coruna,Deportivo La Coruna,FC Barcelona,33,0,2,,Left foot,Won
 4 - 10 - 2014,Liga,Rayo Vallecano,Rayo Vallecano,FC Barcelona,35,0,1,,Left foot,Won
 29 - 3 - 2014,Liga,Espanyol,Espanyol,FC Barcelona,77,0,1,Penalty,Left foot,Won
 28 - 9 - 2013,Liga,UD Almeria,UD Almeria,FC Barcelona,21,0,1,,Left foot,Won
 1 - 9 - 2013,Liga,Valencia,Valencia,FC Barcelona,41,0,3,,Left foot,Won
 1 - 9 - 2013,Liga,Valencia,Valencia,FC Barcelona,11,0,1,,Left foot,Won
 19 - 1 - 2013,Liga,Real Sociedad,Real Sociedad,FC Barcelona,7,0,1,,Left foot,Lost
 22 - 12 - 2012,Liga,Real Valladolid,Real Valladolid,FC Barcelona,59,0,2,,Left foot,Won
 9 - 12 - 2012,Liga,Real Betis,Real Betis,FC Barcelona,25,0,2,,Left foot,Won
 9 - 12 - 2012,Liga,Real Betis,Real Betis,FC Barcelona,16,0,1,,Left foot,Won
 25 - 11 - 2012,Liga,Levante,Levante,FC Barcelona,52,0,2,,Left foot,Won
 25 - 11 - 2012,Liga,Levante,Levante,FC Barcelona,47,0,1,,Left foot,Won
 11 - 11 - 2012,Liga,Real Mallorca,Real Mallorca,FC Barcelona,44,0,2,,Left foot,Won
 27 - 10 - 2012,Liga,Rayo Vallecano,Rayo Vallecano,FC Barcelona,48,0,2,,Left foot,Won
 20 - 10 - 2012,Liga,Deportivo La Coruna,Deportivo La Coruna,FC Barcelona,18,0,3,,Left foot,Won
 15 - 9 - 2012,Liga,Getafe,Getafe,FC Barcelona,78,0,3,,Left foot,Won
 15 - 9 - 2012,Liga,Getafe,Getafe,FC Barcelona,74,0,2,Penalty,Left foot,Won
 29 - 4 - 2012,Liga,Rayo Vallecano,Rayo Vallecano,FC Barcelona,90,0,7,,Left foot,Won
 29 - 4 - 2012,Liga,Rayo Vallecano,Rayo Vallecano,FC Barcelona,16,0,1,,Left foot,Won
 24 - 3 - 2012,Liga,Real Mallorca,Real Mallorca,FC Barcelona,25,0,1,Free kick,Left foot,Won
 17 - 3 - 2012,Liga,Sevilla,Sevilla,FC Barcelona,25,0,2,,Left foot,Won
 11 - 3 - 2012,Liga,Racing Santander,Racing Santander,FC Barcelona,56,0,2,Penalty,Left foot,Won
 11 - 3 - 2012,Liga,Racing Santander,Racing Santander,FC Barcelona,29,0,1,,Left foot,Won
 22 - 1 - 2012,Liga,Malaga,Malaga,FC Barcelona,81,0,4,,Left foot,Won
 22 - 1 - 2012,Liga,Malaga,Malaga,FC Barcelona,51,0,3,,Left foot,Won
 16 - 4 - 2011,Liga,Real Madrid,Real Madrid,FC Barcelona,53,0,1,Penalty,Left foot,Draw
 2 - 3 - 2011,Liga,Valencia,Valencia,FC Barcelona,77,0,1,,Left foot,Won
 29 - 1 - 2011,Liga,Hercules Alicante,Hercules Alicante,FC Barcelona,89,0,3,,Left foot,Won
 29 - 1 - 2011,Liga,Hercules Alicante,Hercules Alicante,FC Barcelona,87,0,2,,Left foot,Won
 8 - 1 - 2011,Liga,Deportivo La Coruna,Deportivo La Coruna,FC Barcelona,52,0,2,Free kick,Left foot,Won
 4 - 12 - 2010,Liga,Osasuna,Osasuna,FC Barcelona,83,0,3,Penalty,Left foot,Won
 4 - 12 - 2010,Liga,Osasuna,Osasuna,FC Barcelona,65,0,2,,Left foot,Won
 20 - 11 - 2010,Liga,UD Almeria,UD Almeria,FC Barcelona,67,0,7,Rebound,Left foot,Won
 20 - 11 - 2010,Liga,UD Almeria,UD Almeria,FC Barcelona,37,0,5,Rebound,Left foot,Won
 20 - 11 - 2010,Liga,UD Almeria,UD Almeria,FC Barcelona,17,0,1,Field goal,Left foot,Won
 7 - 11 - 2010,Liga,Getafe,Getafe,FC Barcelona,23,0,1,,Left foot,Won
 23 - 10 - 2010,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,66,0,2,,Left foot,Won
 23 - 10 - 2010,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,42,0,1,,Left foot,Won
 19 - 9 - 2010,Liga,Atletico Madrid,Atletico Madrid,FC Barcelona,13,0,1,,Left foot,Won
 8 - 5 - 2010,Liga,Sevilla,Sevilla,FC Barcelona,5,0,1,,Left foot,Won
 1 - 5 - 2010,Liga,Villarreal,Villarreal,FC Barcelona,19,0,1,,Left foot,Won
 21 - 3 - 2010,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,78,0,3,,Left foot,Won
 21 - 3 - 2010,Liga,Real Zaragoza,Real Zaragoza,FC Barcelona,66,0,2,Solo run,Left foot,Won
 23 - 1 - 2010,Liga,Real Valladolid,Real Valladolid,FC Barcelona,56,0,3,,Left foot,Won
 10 - 1 - 2010,Liga,Tenerife,Tenerife,FC Barcelona,75,0,4,,Left foot,Won
 10 - 1 - 2010,Liga,Tenerife,Tenerife,FC Barcelona,36,0,1,,Left foot,Won
 5 - 12 - 2009,Liga,Deportivo La Coruna,Deportivo La Coruna,FC Barcelona,27,0,1,,Left foot,Won
 22 - 9 - 2009,Liga,Racing Santander,Racing Santander,FC Barcelona,63,0,4,,Left foot,Won
 22 - 9 - 2009,Liga,Racing Santander,Racing Santander,FC Barcelona,24,0,2,,Left foot,Won
 25 - 4 - 2009,Liga,Valencia,Valencia,FC Barcelona,24,0,1,,Left foot,Draw
 18 - 4 - 2009,Liga,Getafe,Getafe,FC Barcelona,19,0,1,,Left foot,Won
 1 - 3 - 2009,Liga,Atletico Madrid,Atletico Madrid,FC Barcelona,30,0,2,,Left foot,Lost
 29 - 11 - 2008,Liga,Sevilla,Sevilla,FC Barcelona,90+2,0,3,,Left foot,Won
 29 - 11 - 2008,Liga,Sevilla,Sevilla,FC Barcelona,78,0,2,,Left foot,Won
 16 - 11 - 2008,Liga,Recreativo Huelva,Recreativo Huelva,FC Barcelona,52,0,1,,Left foot,Won
 29 - 9 - 2007,Liga,Levante,Levante,FC Barcelona,51,0,4,,Left foot,Won
 17 - 6 - 2007,Liga,Gimnasia fc,Gimnasia fc,FC Barcelona,51,0,4,,Left foot,Won
 17 - 6 - 2007,Liga,Gimnasia fc,Gimnasia fc,FC Barcelona,35,0,2,,Left foot,Won
 20 - 5 - 2007,Liga,Atletico Madrid,Atletico Madrid,FC Barcelona,80,0,5,,Left foot,Won
 20 - 5 - 2007,Liga,Atletico Madrid,Atletico Madrid,FC Barcelona,39,0,1,,Left foot,Won
 17 - 3 - 2007,Liga,Recreativo Huelva,Recreativo Huelva,FC Barcelona,86,0,4,,Left foot,Won
 29 - 1 - 2006,Liga,Real Mallorca,Real Mallorca,FC Barcelona,81,0,3,,Left foot,Won
